name,brand,category,subcategory,description,sku,costPrice,wholesalePrice,retailPrice,stock,images,status
"Realme C61 4G","Realme","Mobile Accessories","Back Cases","Premium transparent back case designed for Realme C61 4G. Shockproof protection, precise cutouts and lightweight design.","REA-00185","55","99","199","50","/uploads/backcase/Realme Back case/Realme C61 4G/Back Cover for Realme C61 4G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_back caase.jpg|/uploads/backcase/Realme Back case/Realme C61 4G/Back Cover for Realme C61 4G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_case.jpg|/uploads/backcase/Realme Back case/Realme C61 4G/Back Cover for Realme C61 4G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_cases.jpg|/uploads/backcase/Realme Back case/Realme C61 4G/Back Cover for Realme C61 4G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_diff.png|/uploads/backcase/Realme Back case/Realme C61 4G/Back Cover for Realme C61 4G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_features.png|/uploads/backcase/Realme Back case/Realme C61 4G/Back Cover for Realme C61 4G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_protection.jpg|/uploads/backcase/Realme Back case/Realme C61 4G/Back Cover for Realme C61 4G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_resistant.jpg","Active"
"Realme C63 5G","Realme","Mobile Accessories","Back Cases","Premium transparent back case designed for Realme C63 5G. Shockproof protection, precise cutouts and lightweight design.","REA-00186","55","99","199","50","/uploads/backcase/Realme Back case/Realme C63 5G/Back Cover for Realme C63 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_Cases.jpg|/uploads/backcase/Realme Back case/Realme C63 5G/Back Cover for Realme C63 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_back.jpg|/uploads/backcase/Realme Back case/Realme C63 5G/Back Cover for Realme C63 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_doff.png|/uploads/backcase/Realme Back case/Realme C63 5G/Back Cover for Realme C63 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_features.png|/uploads/backcase/Realme Back case/Realme C63 5G/Back Cover for Realme C63 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_protection.jpg|/uploads/backcase/Realme Back case/Realme C63 5G/Back Cover for Realme C63 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_resistant.jpg|/uploads/backcase/Realme Back case/Realme C63 5G/Back Cover for Realme C63 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_soft case.jpg","Active"
"Realme C65 5G","Realme","Mobile Accessories","Back Cases","Premium transparent back case designed for Realme C65 5G. Shockproof protection, precise cutouts and lightweight design.","REA-00187","55","99","199","50","/uploads/backcase/Realme Back case/Realme C65 5G/Back Cover for Realme C65 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover.png|/uploads/backcase/Realme Back case/Realme C65 5G/Back Cover for Realme C65 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_cases.jpg|/uploads/backcase/Realme Back case/Realme C65 5G/Back Cover for Realme C65 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_features.png|/uploads/backcase/Realme Back case/Realme C65 5G/Back Cover for Realme C65 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_holding.jpg|/uploads/backcase/Realme Back case/Realme C65 5G/Back Cover for Realme C65 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_protection.jpg|/uploads/backcase/Realme Back case/Realme C65 5G/Back Cover for Realme C65 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_resistant.jpg|/uploads/backcase/Realme Back case/Realme C65 5G/Back Cover for Realme C65 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_soft case.jpg","Active"
"Realme GT 6T 5G","Realme","Mobile Accessories","Back Cases","Premium transparent back case designed for Realme GT 6T 5G. Shockproof protection, precise cutouts and lightweight design.","REA-00188","55","99","199","50","/uploads/backcase/Realme Back case/Realme GT 6T 5G/Back Cover for Realme GT 6T 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_Back Cam.jpg|/uploads/backcase/Realme Back case/Realme GT 6T 5G/Back Cover for Realme GT 6T 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_Back.jpg|/uploads/backcase/Realme Back case/Realme GT 6T 5G/Back Cover for Realme GT 6T 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_Comprehensive.jpg|/uploads/backcase/Realme Back case/Realme GT 6T 5G/Back Cover for Realme GT 6T 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_Features.png|/uploads/backcase/Realme Back case/Realme GT 6T 5G/Back Cover for Realme GT 6T 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_Resistant.jpg|/uploads/backcase/Realme Back case/Realme GT 6T 5G/Back Cover for Realme GT 6T 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_case diff.png","Active"
"Realme GT7 Pro 5G","Realme","Mobile Accessories","Back Cases","Premium transparent back case designed for Realme GT7 Pro 5G. Shockproof protection, precise cutouts and lightweight design.","REA-00189","55","99","199","50","/uploads/backcase/Realme Back case/Realme GT7 Pro 5G/Back Cover for Realme GT7 Pro 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover.jpg|/uploads/backcase/Realme Back case/Realme GT7 Pro 5G/Back Cover for Realme GT7 Pro 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_2 sides.jpg|/uploads/backcase/Realme Back case/Realme GT7 Pro 5G/Back Cover for Realme GT7 Pro 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_Back and Front case.jpg|/uploads/backcase/Realme Back case/Realme GT7 Pro 5G/Back Cover for Realme GT7 Pro 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_Cases.png|/uploads/backcase/Realme Back case/Realme GT7 Pro 5G/Back Cover for Realme GT7 Pro 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_case.jpg|/uploads/backcase/Realme Back case/Realme GT7 Pro 5G/Back Cover for Realme GT7 Pro 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_feature.png|/uploads/backcase/Realme Back case/Realme GT7 Pro 5G/Back Cover for Realme GT7 Pro 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_front n back case.jpg","Active"
"Realme Narzo 60","Realme","Mobile Accessories","Back Cases","Premium transparent back case designed for Realme Narzo 60. Shockproof protection, precise cutouts and lightweight design.","REA-00190","55","99","199","50","/uploads/backcase/Realme Back case/Realme Narzo 60/51BFK0+RJsL.jpg|/uploads/backcase/Realme Back case/Realme Narzo 60/61+81bGDaRL._SL1500_.jpg|/uploads/backcase/Realme Back case/Realme Narzo 60/616vzunvK9L._SL1500_.jpg|/uploads/backcase/Realme Back case/Realme Narzo 60/61WQoUbinzL._SL1500_.jpg|/uploads/backcase/Realme Back case/Realme Narzo 60/61fUQcsHZkL._SL1000_.jpg","Active"
"Realme Narzo 70 Pro","Realme","Mobile Accessories","Back Cases","Premium transparent back case designed for Realme Narzo 70 Pro. Shockproof protection, precise cutouts and lightweight design.","REA-00191","55","99","199","50","/uploads/backcase/Realme Back case/Realme Narzo 70 Pro/Back Cover for Realme Narzo 70 Pro Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_backcase.jpg|/uploads/backcase/Realme Back case/Realme Narzo 70 Pro/Back Cover for Realme Narzo 70 Pro Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_both.jpg|/uploads/backcase/Realme Back case/Realme Narzo 70 Pro/Back Cover for Realme Narzo 70 Pro Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_case.jpg|/uploads/backcase/Realme Back case/Realme Narzo 70 Pro/Back Cover for Realme Narzo 70 Pro Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_cases.png|/uploads/backcase/Realme Back case/Realme Narzo 70 Pro/Back Cover for Realme Narzo 70 Pro Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_protection.jpg|/uploads/backcase/Realme Back case/Realme Narzo 70 Pro/Back Cover for Realme Narzo 70 Pro Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_resistant.jpg","Active"
"Realme Narzo 70X 5G","Realme","Mobile Accessories","Back Cases","Premium transparent back case designed for Realme Narzo 70X 5G. Shockproof protection, precise cutouts and lightweight design.","REA-00192","55","99","199","50","/uploads/backcase/Realme Back case/Realme Narzo 70X 5G/Back Cover for Realme Narzo 70X 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_Comprehensive.jpg|/uploads/backcase/Realme Back case/Realme Narzo 70X 5G/Back Cover for Realme Narzo 70X 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_Front n back.jpg|/uploads/backcase/Realme Back case/Realme Narzo 70X 5G/Back Cover for Realme Narzo 70X 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_back.jpg|/uploads/backcase/Realme Back case/Realme Narzo 70X 5G/Back Cover for Realme Narzo 70X 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_case.jpg|/uploads/backcase/Realme Back case/Realme Narzo 70X 5G/Back Cover for Realme Narzo 70X 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_features.png|/uploads/backcase/Realme Back case/Realme Narzo 70X 5G/Back Cover for Realme Narzo 70X 5G Transparent Mobile Back Case Shock Proof Design Camera Edges Protection Crystal Clear Phone Case Silicon Soft TPU and Flexible Bumper Phone Cover_resistant.jpg","Active"
"Realme P3 5G","Realme","Mobile Accessories","Back Cases","Premium transparent back case designed for Realme P3 5G. Shockproof protection, precise cutouts and lightweight design.","REA-00193","55","99","199","50","/uploads/backcase/Realme Back case/Realme P3 5G/7119FDBUUrL._SL1500_.jpg|/uploads/backcase/Realme Back case/Realme P3 5G/7119svJrv-L._SL1500_.jpg|/uploads/backcase/Realme Back case/Realme P3 5G/71xfhLXy13L._SL1500_.jpg|/uploads/backcase/Realme Back case/Realme P3 5G/8113O0F03gL._SL1500_.jpg|/uploads/backcase/Realme Back case/Realme P3 5G/81EGx6QtcaL._SL1500_.jpg|/uploads/backcase/Realme Back case/Realme P3 5G/81tK+QQXZHL._SL1500_.jpg","Active"
"Realme P3 Ultra","Realme","Mobile Accessories","Back Cases","Premium transparent back case designed for Realme P3 Ultra. Shockproof protection, precise cutouts and lightweight design.","REA-00194","55","99","199","50","/uploads/backcase/Realme Back case/Realme P3 Ultra/511OSgIGraL._SL1000_.jpg|/uploads/backcase/Realme Back case/Realme P3 Ultra/51GuaWhCA3L._SL1000_.jpg|/uploads/backcase/Realme Back case/Realme P3 Ultra/51Z9PcR7Z8L._SL1000_.jpg|/uploads/backcase/Realme Back case/Realme P3 Ultra/51tKnN9-ApL._SL1000_.jpg|/uploads/backcase/Realme Back case/Realme P3 Ultra/6157NSdSzUL._SL1000_.jpg|/uploads/backcase/Realme Back case/Realme P3 Ultra/61QU1rRjg2L._SL1000_.jpg|/uploads/backcase/Realme Back case/Realme P3 Ultra/61RkYQZoa-L._SL1000_.jpg|/uploads/backcase/Realme Back case/Realme P3 Ultra/71qfdx6US0L._SL1500_.jpg","Active"
"Realme X7 Max","Realme","Mobile Accessories","Back Cases","Premium transparent back case designed for Realme X7 Max. Shockproof protection, precise cutouts and lightweight design.","REA-00195","55","99","199","50","/uploads/backcase/Realme Back case/Realme X7 Max/71LYtX7t73S._SL1500_.jpg|/uploads/backcase/Realme Back case/Realme X7 Max/71NL8jWMrES._SL1500_.jpg|/uploads/backcase/Realme Back case/Realme X7 Max/71QevWeFjsS._SL1200_.jpg|/uploads/backcase/Realme Back case/Realme X7 Max/71Ys70YelhS._SL1500_.jpg|/uploads/backcase/Realme Back case/Realme X7 Max/71bYwWKGEVS._SL1500_.jpg|/uploads/backcase/Realme Back case/Realme X7 Max/71lOMSHYlnL._SL1500_.jpg","Active"
"Realme c 35","Realme","Mobile Accessories","Back Cases","Premium transparent back case designed for Realme c 35. Shockproof protection, precise cutouts and lightweight design.","REA-00196","55","99","199","50","/uploads/backcase/Realme Back case/Realme c 35/Realme C35 1.jpg|/uploads/backcase/Realme Back case/Realme c 35/Realme C35 2.jpg|/uploads/backcase/Realme Back case/Realme c 35/Realme C35 3.jpg|/uploads/backcase/Realme Back case/Realme c 35/Realme C35 4.jpg|/uploads/backcase/Realme Back case/Realme c 35/Realme C35 5.jpg","Active"
"Realme c 55","Realme","Mobile Accessories","Back Cases","Premium transparent back case designed for Realme c 55. Shockproof protection, precise cutouts and lightweight design.","REA-00197","55","99","199","50","/uploads/backcase/Realme Back case/Realme c 55/Compatabile for Realme C55 Back Case Cover 1.jpg|/uploads/backcase/Realme Back case/Realme c 55/Compatabile for Realme C55 Back Case Cover 2.jpg|/uploads/backcase/Realme Back case/Realme c 55/Compatabile for Realme C55 Back Case Cover 3.jpg|/uploads/backcase/Realme Back case/Realme c 55/Compatabile for Realme C55 Back Case Cover 4.jpg|/uploads/backcase/Realme Back case/Realme c 55/Compatabile for Realme C55 Back Case Cover 5.jpg|/uploads/backcase/Realme Back case/Realme c 55/Compatabile for Realme C55 Back Case Cover 6.jpg","Active"
"Realme c2","Realme","Mobile Accessories","Back Cases","Premium transparent back case designed for Realme c2. Shockproof protection, precise cutouts and lightweight design.","REA-00198","55","99","199","50","/uploads/backcase/Realme Back case/Realme c2/Realme C2  2.jpg|/uploads/backcase/Realme Back case/Realme c2/Realme C2 1.jpg|/uploads/backcase/Realme Back case/Realme c2/Realme C2 3.jpg|/uploads/backcase/Realme Back case/Realme c2/Realme C2 4.jpg|/uploads/backcase/Realme Back case/Realme c2/Realme C2 5.jpg|/uploads/backcase/Realme Back case/Realme c2/Realme C2 6.jpg|/uploads/backcase/Realme Back case/Realme c2/Realme C2 7.jpg","Active"
"Realmi c 33","Realme","Mobile Accessories","Back Cases","Premium transparent back case designed for Realmi c 33. Shockproof protection, precise cutouts and lightweight design.","REA-00199","55","99","199","50","/uploads/backcase/Realme Back case/Realmi c 33/Realme C33 1.jpg|/uploads/backcase/Realme Back case/Realmi c 33/Realme C33 2.jpg|/uploads/backcase/Realme Back case/Realmi c 33/Realme C33 3.jpg|/uploads/backcase/Realme Back case/Realmi c 33/Realme C33 4.jpg|/uploads/backcase/Realme Back case/Realmi c 33/Realme C33 5.jpg","Active"
"realme 12 5G","Realme","Mobile Accessories","Back Cases","Premium transparent back case designed for realme 12 5G. Shockproof protection, precise cutouts and lightweight design.","REA-00200","55","99","199","50","/uploads/backcase/Realme Back case/realme 12 5G/Realme 12 5G  1.jpg|/uploads/backcase/Realme Back case/realme 12 5G/Realme 12 5G  2.jpg|/uploads/backcase/Realme Back case/realme 12 5G/Realme 12 5G  3.jpg|/uploads/backcase/Realme Back case/realme 12 5G/Realme 12 5G  4.jpg|/uploads/backcase/Realme Back case/realme 12 5G/Realme 12 5G  5.jpg|/uploads/backcase/Realme Back case/realme 12 5G/Realme 12 5G.jpg","Active"
